variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
Q3C410,Categorical,9,birth_home,dk,gambia,c12_16,NA,Was the child born at home?
Q3C420,Categorical,1,birth_other_location,yes,gambia,c12_16,NA,Was the child born somewhere else?
Q3C420,Categorical,2,birth_other_location,no,gambia,c12_16,NA,Was the child born somewhere else?
Q3C420,Categorical,9,birth_other_location,dk,gambia,c12_16,NA,Was the child born somewhere else?
Q3C430,Categorical,1,mother_assisted,yes,gambia,c12_16,NA,Did the mother receive professional assistance during the delivery?
Q3C430,Categorical,2,mother_assisted,no,gambia,c12_16,NA,Did the mother receive professional assistance during the delivery?
Q3C430,Categorical,9,mother_assisted,dk,gambia,c12_16,NA,Did the mother receive professional assistance during the delivery?
Q3C440,Categorical,1,operation_remove_uterus,yes,gambia,c12_16,NA,Did the mother have an operation to remove her uterus shortly before death?
Q3C440,Categorical,2,operation_remove_uterus,no,gambia,c12_16,NA,Did the mother have an operation to remove her uterus shortly before death?
Q3C440,Categorical,9,operation_remove_uterus,dk,gambia,c12_16,NA,Did the mother have an operation to remove her uterus shortly before death?
Q3C450,Categorical,1,normal_delivery,yes,gambia,c12_16,NA,Was baby born in a normal vaginal delivery?
Q3C450,Categorical,2,normal_delivery,no,gambia,c12_16,NA,Was baby born in a normal vaginal delivery?
Q3C450,Categorical,9,normal_delivery,dk,gambia,c12_16,NA,Was baby born in a normal vaginal delivery?
Q3C460,Categorical,1,forceps,yes,gambia,c12_16,NA,Was baby born with forceps/vacuum?
Q3C460,Categorical,2,forceps,no,gambia,c12_16,NA,Was baby born with forceps/vacuum?
Q3C460,Categorical,9,forceps,dk,gambia,c12_16,NA,Was baby born with forceps/vacuum?
Q3C470,Categorical,1,caesarean,yes,gambia,c12_16,NA,Was baby delivered by caesarean section?
Q3C470,Categorical,2,caesarean,no,gambia,c12_16,NA,Was baby delivered by caesarean section?
Q3C470,Categorical,9,caesarean,dk,gambia,c12_16,NA,Was baby delivered by caesarean section?
Q3C480,Categorical,1,premature,yes,gambia,c12_16,NA,Was the baby born premature / more than a month early?
Q3C480,Categorical,2,premature,no,gambia,c12_16,NA,Was the baby born premature / more than a month early?
Q3C480,Categorical,9,premature,dk,gambia,c12_16,NA,Was the baby born premature / more than a month early?
Q3G100,Categorical,1,vaccinated,yes,gambia,c12_16,NA,Was the child vaccinated?
Q3G100,Categorical,2,vaccinated,no,gambia,c12_16,NA,Was the child vaccinated?
Q3G100,Categorical,9,vaccinated,dk,gambia,c12_16,NA,Was the child vaccinated?
Q3G110,Categorical,1,treatment,yes,gambia,c12_16,NA,Did the child receive any treatment for the illness that led to death?
Q3G110,Categorical,2,treatment,no,gambia,c12_16,NA,Did the child receive any treatment for the illness that led to death?
Q3G110,Categorical,9,treatment,dk,gambia,c12_16,NA,Did the child receive any treatment for the illness that led to death?
Q3G120,Categorical,1,oral_rehydration,yes,gambia,c12_16,NA,Did the child receive oral rehydration salts?
Q3G120,Categorical,2,oral_rehydration,no,gambia,c12_16,NA,Did the child receive oral rehydration salts?
Q3G120,Categorical,9,oral_rehydration,dk,gambia,c12_16,NA,Did the child receive oral rehydration salts?
Q3G130,Categorical,1,iv,yes,gambia,c12_16,NA,Did the child receive (or need) intravenous fluids (drip) treatment?
Q3G130,Categorical,2,iv,no,gambia,c12_16,NA,Did the child receive (or need) intravenous fluids (drip) treatment?
Q3G130,Categorical,9,iv,dk,gambia,c12_16,NA,Did the child receive (or need) intravenous fluids (drip) treatment?
Q3G140,Categorical,1,blood_transfusion,yes,gambia,c12_16,NA,Did the child receive (or need) a blood transfusion?
Q3G140,Categorical,2,blood_transfusion,no,gambia,c12_16,NA,Did the child receive (or need) a blood transfusion?
Q3G140,Categorical,9,blood_transfusion,dk,gambia,c12_16,NA,Did the child receive (or need) a blood transfusion?
Q3G150,Categorical,1,feed_nose,yes,gambia,c12_16,NA,What type of treatment did the child receive? Food through a tube passed through the nose
Q3G150,Categorical,2,feed_nose,no,gambia,c12_16,NA,What type of treatment did the child receive? Food through a tube passed through the nose
Q3G150,Categorical,9,feed_nose,dk,gambia,c12_16,NA,What type of treatment did the child receive? Food through a tube passed through the nose
Q3G160,Categorical,1,antibiotics,yes,gambia,c12_16,NA,Did the child receive (or need) injectable antibiotics?
Q3G160,Categorical,2,antibiotics,no,gambia,c12_16,NA,Did the child receive (or need) injectable antibiotics?
Q3G160,Categorical,9,antibiotics,dk,gambia,c12_16,NA,Did the child receive (or need) injectable antibiotics?
Q3G170,Categorical,1,operation,yes,gambia,c12_16,NA,Did the child have an operation for the illness?
Q3G170,Categorical,2,operation,no,gambia,c12_16,NA,Did the child have an operation for the illness?
Q3G170,Categorical,9,operation,dk,gambia,c12_16,NA,Did the child have an operation for the illness?
Q3G180,Categorical,1,operation_before_death,yes,gambia,c12_16,NA,Did the child have the operation within 1 month before death?
Q3G180,Categorical,2,operation_before_death,no,gambia,c12_16,NA,Did the child have the operation within 1 month before death?
Q3G180,Categorical,9,operation_before_death,dk,gambia,c12_16,NA,Did the child have the operation within 1 month before death?
Q3G190,Categorical,1,discharged_ill,yes,gambia,c12_16,NA,Was the child discharged from hospital very ill?
Q3G190,Categorical,2,discharged_ill,no,gambia,c12_16,NA,Was the child discharged from hospital very ill?
Q3G190,Categorical,9,discharged_ill,dk,gambia,c12_16,NA,Was the child discharged from hospital very ill?
Q4A100,Categorical,1,travel_to_hosptial,yes,gambia,c12_16,NA,"In the final days before death, did s/he travel to a hospital or health facility?"
Q4A100,Categorical,2,travel_to_hosptial,no,gambia,c12_16,NA,"In the final days before death, did s/he travel to a hospital or health facility?"
Q4A100,Categorical,9,travel_to_hosptial,dk,gambia,c12_16,NA,"In the final days before death, did s/he travel to a hospital or health facility?"
Q4A110,Categorical,1,motor_transport,yes,gambia,c12_16,NA,Did the child use motorised transport to get to the hospital or health facility?
Q4A110,Categorical,2,motor_transport,no,gambia,c12_16,NA,Did the child use motorised transport to get to the hospital or health facility?
Q4A110,Categorical,9,motor_transport,dk,gambia,c12_16,NA,Did the child use motorised transport to get to the hospital or health facility?
Q4A120,Categorical,1,admission_problems,yes,gambia,c12_16,NA,Were there any problems during admission to the hospital or health facility?
Q4A120,Categorical,2,admission_problems,no,gambia,c12_16,NA,Were there any problems during admission to the hospital or health facility?
Q4A120,Categorical,9,admission_problems,dk,gambia,c12_16,NA,Were there any problems during admission to the hospital or health facility?
Q4A130,Categorical,1,way_treated_problems,yes,gambia,c12_16,NA,"Were there any problems with the way (s)he was treated (medical treatment,procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?"
Q4A130,Categorical,2,way_treated_problems,no,gambia,c12_16,NA,"Were there any problems with the way (s)he was treated (medical treatment,procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?"
Q4A130,Categorical,9,way_treated_problems,dk,gambia,c12_16,NA,"Were there any problems with the way (s)he was treated (medical treatment,procedures, interpersonal attitudes, respect, dignity) in the hospital or health facility?"
Q4A140,Categorical,1,medication_test_problems,yes,gambia,c12_16,NA,"Were there any problems getting medications, or diagnostic tests in the hospital or health facility?"
Q4A140,Categorical,2,medication_test_problems,no,gambia,c12_16,NA,"Were there any problems getting medications, or diagnostic tests in the hospital or health facility?"
Q4A140,Categorical,9,medication_test_problems,dk,gambia,c12_16,NA,"Were there any problems getting medications, or diagnostic tests in the hospital or health facility?"
Q4A150,Categorical,1,hospital_2_hours_away,yes,gambia,c12_16,NA,Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?
Q4A150,Categorical,2,hospital_2_hours_away,no,gambia,c12_16,NA,Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?
Q4A150,Categorical,9,hospital_2_hours_away,dk,gambia,c12_16,NA,Does it take more than 2 hours to get to the nearest hospital or health facility from the deceased's household?
Q4A160,Categorical,1,doubt_medical_care,yes,gambia,c12_16,NA,"In the final days before death, were there any doubts about whether medical care was needed?"
Q4A160,Categorical,2,doubt_medical_care,no,gambia,c12_16,NA,"In the final days before death, were there any doubts about whether medical care was needed?"
Q4A160,Categorical,9,doubt_medical_care,dk,gambia,c12_16,NA,"In the final days before death, were there any doubts about whether medical care was needed?"
Q4A170,Categorical,1,traditiaonal_medicine_used,yes,gambia,c12_16,NA,"In the final days before death, was traditional medicine used?"
Q4A170,Categorical,2,traditiaonal_medicine_used,no,gambia,c12_16,NA,"In the final days before death, was traditional medicine used?"
Q4A170,Categorical,9,traditiaonal_medicine_used,dk,gambia,c12_16,NA,"In the final days before death, was traditional medicine used?"
Q4A180,Categorical,1,telephone_call_help,yes,gambia,c12_16,NA,"In the final days before death, did anyone use a telephone or cell phone to call for help?"
Q4A180,Categorical,2,telephone_call_help,no,gambia,c12_16,NA,"In the final days before death, did anyone use a telephone or cell phone to call for help?"
Q4A180,Categorical,9,telephone_call_help,dk,gambia,c12_16,NA,"In the final days before death, did anyone use a telephone or cell phone to call for help?"
Q4A190,Categorical,1,treatment_cost_prohibit_household_payments,yes,gambia,c12_16,NA,"Over the course of illness, did the total costs of care and treatment prohibit other household payments?"
Q4A190,Categorical,2,treatment_cost_prohibit_household_payments,no,gambia,c12_16,NA,"Over the course of illness, did the total costs of care and treatment prohibit other household payments?"
Q4A190,Categorical,9,treatment_cost_prohibit_household_payments,dk,gambia,c12_16,NA,"Over the course of illness, did the total costs of care and treatment prohibit other household payments?"
Q5A100_comment,Non-categorical,Non-categorical variable,interviewer_comments,NA,gambia,c12_16,NA,Interviewer's comments
Q5A100_othercomment,Non-categorical,Non-categorical variable,interviewer_comments_other,NA,gambia,c12_16,NA,Interviewer's other comments
supervisorObservations,Non-categorical,Non-categorical variable,supervisor_comments,NA,gambia,c12_16,NA,Supervisor's comments
dssid,Non-categorical,Non-categorical variable,filenumber,NA,gambia,c16,NA,File number
child10004,Categorical,2,season,dry,gambia,c16,NA,During which season did the child die?
child10004,Categorical,1,season,wet,gambia,c16,NA,During which season did the child die?
child10007,Non-categorical,Non-categorical variable,name_respondent,NA,gambia,c16,NA,What is the name of the respondent?
child10008,Categorical,1,relationship,parent,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,2,relationship,child,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,3,relationship,other,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,4,relationship,family_member,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,5,relationship,friend,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,6,relationship,health_worker,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,7,relationship,public_official,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10008,Categorical,8,relationship,another_relationship,gambia,c16,NA,What is the respondent's relationship to the deceased?
child10009,Categorical,1,live_with_deceased,yes,gambia,c16,NA,Did the respondent live with the deceased in the period leading to her/his death?
child10009,Categorical,2,live_with_deceased,no,gambia,c16,NA,Did the respondent live with the deceased in the period leading to her/his death?
child10009,Categorical,3,live_with_deceased,dk,gambia,c16,NA,Did the respondent live with the deceased in the period leading to her/his death?
child10009,Categorical,4,live_with_deceased,refuse_to_answer,gambia,c16,NA,Did the respondent live with the deceased in the period leading to her/his death?
child10010,Non-categorical,Non-categorical variable,name_interviewer,NA,gambia,c16,NA,What is the name of the interviewer?
child10011,Non-categorical,Non-categorical variable,start_time,NA,gambia,c16,NA,Interview start time
child10012,Non-categorical,Non-categorical variable,interview_date,NA,gambia,c16,NA,Interview date
child10013,Categorical,1,respondent_consent,yes,gambia,c16,NA,Did the respondent give consent?
child10013,Categorical,2,respondent_consent,no,gambia,c16,NA,Did the respondent give consent?
child10017,Non-categorical,Non-categorical variable,firstname_deceased,NA,gambia,c16,NA,First name of deceased
child10018,Non-categorical,Non-categorical variable,surname_deceased,NA,gambia,c16,NA,Surname of deceased
child10019,Categorical,1,sex_deceased,female,gambia,c16,NA,Sex of deceased
child10019,Categorical,2,sex_deceased,male,gambia,c16,NA,Sex of deceased
child10020,Categorical,1,birth_date_known,yes,gambia,c16,NA,Is the child's birth date known?
child10020,Categorical,2,birth_date_known,no,gambia,c16,NA,Is the child's birth date known?
child10021,Non-categorical,Non-categorical variable,date_birth_deceased,NA,gambia,c16,NA,Date of birth of deceased
child10022,Categorical,1,date_death_known,yes,gambia,c16,NA,Is the child's date of death known?
child10022,Categorical,2,date_death_known,no,gambia,c16,NA,Is the child's date of death known?
child10023,Non-categorical,Non-categorical variable,date_death_deceased,NA,gambia,c16,NA,Date of death of deceased
aaaa,Non-categorical,Non-categorical variable,age,NA,gambia,c16,NA,Age of child
aaaa_my,Categorical,1,age_months_years,months,gambia,c16,NA,"Age of child: Months, Years"
aaaa_my,Categorical,2,age_months_years,years,gambia,c16,NA,"Age of child: Months, Years"
age_group,Categorical,1,age_group,neonate,gambia,c16,NA,What age group corresponds to the deceased?
age_group,Categorical,2,age_group,child,gambia,c16,NA,What age group corresponds to the deceased?
age_group,Categorical,3,age_group,adult,gambia,c16,NA,What age group corresponds to the deceased?
child10051,Categorical,1,need_civil_registration,yes,gambia,c16,NA,Is there need to collect civil registration data on the deceased?
child10052,Categorical,1,citizenship_nationality,citizen_at_birth,gambia,c16,NA,What was the child's citizenship/nationality?
child10052,Categorical,2,citizenship_nationality,naturalized_citizen,gambia,c16,NA,What was the child's citizenship/nationality?
child10052,Categorical,3,citizenship_nationality,foreign_national,gambia,c16,NA,What was the child's citizenship/nationality?
child10052,Categorical,4,citizenship_nationality,dk,gambia,c16,NA,What was the child's citizenship/nationality?
child10053,Non-categorical,Non-categorical variable,ethnicity,NA,gambia,c16,NA,What was his/her ethnicity?
child10054,Non-categorical,Non-categorical variable,place_of_birth,NA,gambia,c16,NA,What was the child's place of birth?
child10055,Non-categorical,Non-categorical variable,place_of_usual_residence,NA,gambia,c16,NA,What was the child's place of usual residence (where he/she lived most of the year)?
child10056,Non-categorical,Non-categorical variable,place_residence_before_death,NA,gambia,c16,NA,What was the child's place of residence 1-5 years before death?
child10057,Non-categorical,Non-categorical variable,where_died,NA,gambia,c16,NA,Where did the death occur?
child10058,Categorical,1,place_died,hospital,gambia,c16,NA,Where did the child die?
child10058,Categorical,3,place_died,other_health_facility,gambia,c16,NA,Where did the child die?
child10058,Categorical,2,place_died,home,gambia,c16,NA,Where did the child die?
child10058,Categorical,4,place_died,en_route_to_hospital,gambia,c16,NA,Where did the child die?
